Name,Archetype,Comp1,Comp2,Comp3,Comp1_dist,Comp2_dist,Comp3_dist
Joel Ayayi,8,Kelly Olynyk,Nicolas Batum,Kyle Anderson,3.5550560213086073,3.6258089960255697,3.627639457112582
David Duke,7,LaMelo Ball,Paul George,Lonzo Ball,2.498828704997188,2.5891042927533614,2.9263003589779153
Aaron Henry,7,Anthony Davis,Bam Adebayo,Thaddeus Young,3.231323377025004,3.8190043033582297,3.911774282482847
Jay Huff,1,Daniel Gafford,Chris Boucher,Myles Turner,5.0392998072234585,5.0909724591325825,5.3058292168401815
Matthew Hurt,8,Michael Porter Jr.,John Collins,Tobias Harris,3.095363621829631,3.394191356671723,3.487689459650232
AJ Lawson,5,Terence Davis,Victor Oladipo,Norman Powell,3.0721153138086805,3.0946294400299275,3.159968272430465
John Petty,8,De'Anthony Melton,Kyle Anderson,Danny Green,2.6855358420524933,2.7882019134495795,2.933273599865068
Yves Pons,1,Marc Gasol,Brook Lopez,Chris Boucher,3.696173984024502,3.7502296826993353,3.781923510366167
Austin Reaves,7,Paul George,Shai Gilgeous-Alexander,Khris Middleton,2.4094822938233427,2.8489719026900495,2.8582884477663275
DJ Steward,5,Nickeil Alexander-Walker,Evan Fournier,De'Anthony Melton,2.1356860569614655,2.282045971089028,2.3304894687971034
Trendon Watford,7,Aaron Gordon,Aaron Gordon,Pascal Siakam,2.5848505700961737,2.603937366233519,2.6466795079048033
Romeo Weems,2,Al-Farouq Aminu,Kent Bazemore,Andre Iguodala,2.681599670296218,2.7983824077720287,2.948921086732578
McKinley Wright IV,7,Mike Conley,Chris Paul,Derrick Rose,3.1367849456260153,3.614556335780906,3.6734142395403784
Jalen Green,7,Gordon Hayward,OG Anunoby,Terry Rozier,3.231332571374511,3.2527914101502913,3.298016772973184
Jonathan Kuminga,7,Aaron Gordon,Aaron Gordon,Al Horford,3.5302922583940615,3.641532628360502,3.7432834792057235
Josh Giddey,7,Ben Simmons,Lonzo Ball,Thaddeus Young,3.6287297093936473,3.7228564780103564,3.889758942919967
Alperen Şengün,7,Anthony Davis,Bam Adebayo,Kelly Olynyk,3.116768340353374,3.674702718027967,4.205741327993641
Usman Garuba,8,James Johnson,Andre Iguodala,Paul Millsap,2.9794733632675423,3.0849404281309525,3.0907564938968464
Rokas Jokubaitis,8,Gorgui Dieng,De'Anthony Melton,Cameron Payne,3.251275027749982,3.2936922581752888,3.39966040607543
Juhann Bégarin,7,De'Anthony Melton,Kyle Anderson,Thaddeus Young,3.1341524237322953,3.240407131179535,3.3158023671112034
Filip Petrušev,7,Tobias Harris,Christian Wood,Al Horford,3.6237414000014674,3.8366997102040763,3.9527744191358902
Georgios Kalaitzakis,2,Gorgui Dieng,Skylar Mays,Jarrell Brantley,3.1150724813811794,3.137133082879811,3.390440711456906
Herbert Jones,7,Ben Simmons,Jusuf Nurkić,Delon Wright,4.536031420280442,4.5875388954835925,4.596915819027782
